id	word1	word2	headline
1356	sentimiento	láser	-No hay sentimiento con más poder que el amor.  -¿Puede un enamorado doblar el acero con su vista de rayos láser? -¿Qué?  -¡Pues te callas!
1357	oíste	barbas	-¿Qué quieres ser de mayor? -Policía y hostiarte, perroflauta. -¿Oíste lo que me ha dicho tu hijo? -Normal, con esas barbas vas provocando.
1358	inventor	idea	¡He tenido una idea que te cagas! (El inventor del laxante)
1359	tímidos	hablado	-Tu amiga no ha hablado en toda la noche. -Tío, que es muda. -¿Sí? ¿Y todos los mudos son así de tímidos? -¿Qué?
1360	filosófico	reviento	-Hijo, nunca dejes que te digan lo que puedes o no puedes hacer.  -¿Puedo salir con tacones? -Y te reviento sin alterar mi tono filosófico.
1361	juega	telon	Se abre el telon, se cierra el telon, se abre el telon, se cierra el telon y se abre otra vez. Quien es el tonto que juega con el telon?
1363	estanteria	ikea	Ir a ikea.... si hay que ir se va... Pero ir pa na estanteria
1364	leerlo	libro	"Una mujer le dice a su marido: -Cariño donde has dejao el libro de ""como pasar de los 100 años""  Y su marido le responde. -Lo he guardado en una caja fuerte en el banco, no vaya a ser que a tu madre le de por leerlo"
1365	altooooo	policia	- ¿Cual es el colmo de un enano? - Que la policia le diga: ¡¡¡ALTOOOOO!!!
1369	abonarme	líder	-Hola, ¿es aquí el club de imbéciles? -Sí, pero... ¿qué hace con toda esa mierda? -Vengo a abonarme. -Dios santo, pase, será el líder.
1371	japonesa	nitoko	- ¿Como se llama el peorjugador de la liga japonesa? - Nikito Nitoko
1372	china	campeón	- ¿Como se llama el campeón de buceo de china? - Toko Fondo - ¿y el subcampeón? - Casi Toko
1373	allabalababa	árabe	- ¿Como se dice beso en árabe? - allabalababa
1374	lactosa	suspendiste	- Hija, ¿por qué suspendiste tanto? - Porque soy intolerante a la lactosa - ¿Y? - No leche ganas JAJÁ ¡NO MAMÁ, CON LA SILLA NO!
1375	barrendero	quién	-¿Quién es el que más se ríe?  -El barrendero, porque siempre va riendo.
1376	vacuna	virus	La gente reacciona diferente cuando se pone una vacuna: Cuando es un niño: ¡AYYYY, COMO DUELE! Cuando es un joven: Duele un poquito, pero no es nada. Cuando es un hombre: No me duele nada, ni lo he notado. Cuando es un friki: La base de datos de virus ha sido actualizada
1377	bowlings	encantadamente	- Jaimito dime como se dicen bolos en inglés. - Bowlings - Ahora una frase - Lo haría encantadamente pero me he dado en los bowlings
1379	presento	miga	- ¿Qué le dice una barra de pan a otra? - Te presento a una miga
1380	valeee	melos	La mamá de Jaimito le dice:  - Vete a vender pizza, caramelos y huevos. - Valeee ya voy. Cuando llega a la calle grita: - Pizza, melos, huevos, - Pizza, melos, huevos, - Pizza, melos, huevos
1381	músico	vecino	-Mi vecino es músico -¿Y qué toca? -LOS HUEVOS
1382	noe	llegué	- Ya llegué Mamá!  - Es muy tarde, ¿Dónde andabas? - En la casa de Noe  - ¿Cuál Noe?  - Noe de tu incumbencia, ¡NO MAMÁ, CON LA PLANCHA NO!
1383	peluquería	jamito	La madre de Jamito, dice:  - Vamos a la peluquería - No... es que no tengo ganas. - Pero Jaimito¿ por qué tienes miedo de ir a la peluquería?  - Porque hay una crema que te quita diez años y yo solo tengo siete.
1385	candela	jodas	- Hijo que quieres para tu cumpleaños? - Una barbie papi - Tu eres un macho, no jodas, pide algo de hierro que eche candela y humo! - Bueno papi pues una planchita para el pelo
1386	salfumán	sal	Se abre el telón y se ve unos tíos fumando sal. ¿Cómo se llama la película? SALFUMÁN
1387	nene	distraído	- Mamá en la escuela me dicen distraído. - Ay nene yo no soy tu mamá. Tu mamá vive al frente
1388	felix	tristex	- Hola ¿está Felix?.  - No estoy Tristex.
1389	gordo	últimamente	- Doctor, últimamente me siento más gordo y feo, ¿qué tengo?  - Mucha razón.
1390	clavo	método	"Eso de que ""un clavo saca otro clavo"" no funciona a la perfección. Tenia uno en el pie y ahora ya tengo tres. Alguien sabe otro método?"
1393	casarme	paragüayo	-Hola,soy paragüayo y he venido a casarme con su hija. -¿Para qué? -paragüayo
1394	quieto	exploto	Habia una vez un perro que se llamaba quieto. Un día su amo lo llamó:  - Quieto ven, Quieto ven- y el perro exploto
1395	pino	tortilla	-¿Que te apuestas a que hago una tortilla haciendo el pino puente?  - No hay huevos!!  - Ah!, pues entonces nada...
1398	doblando	doblada	- ¿Vio usted a un hombre doblando la esquina? - No cuando llegue ya estaba doblada.
1399	balarme	préstamo	-Hola buenos días, venía a pedir un préstamo... - Entiendo, ¿y la oveja?  - Viene a balarme...
1400	ejecutarlo	violín	-¿Ha visto usted como toca mi hijo el violín? ¿Que le parece su ejecución? - Hombre, ejecutarlo me parece excesivo, pero dos hostias ya le daba...
1401	dimelo	esforzarte	- ¿Otro suspenso en inglés hijo? Tienes que esforzarte mas!  - Vale... Pero ahora tengo hambre... - Dimelo en inglés...  - I am bre...
1402	nervioso	antes	-¿Que tal? ¿Nervioso?  - Si, un poco... - ¿Es tu primera vez? - No, ya había estado nervioso antes...
1405	traduzca	festival	- ¿Nivel de inglés?. - Alto. - Traduzca vidrio. - Glass. - Úselo en una frase. - Glassias pol la entlevista. - Maldito chino eres un festival!! estás contratado!!.
1406	agaché	chupó	-Ayer tu novia me pidió que la ayudara a quitar una telaraña y cuando me agaché me la chupó. - ¿¡TE LA QUE!? - Telaraña.
1407	explota	pon	- ¿Cual es el país que primero ríe y después explota? - Ja-pon
1408	mohamed	hazme	-Mira Mohamed, este es mi salón...  - Hala, es grande...  - Deja de rezar y hazme caso...
1409	tirana	pozo	¿Por qué los de Lepe se tirana un pozo? Porque en el fondo no son tan tontos.
1410	pasemos	vemos	-Cariño ¿Quieres que pasemos los dos un fin de semana perfecto? - ¡Vale! - Pues nos vemos el lunes...
1411	salvaré	torturarán	- Jesús... - Dime padre... - Iras a la tierra, te torturarán, pero en tu último aliento, dame una señal y te salvaré... - De acuerdo padre, daré una palmada...
1412	errr	sangrar	- Papi, papi... ¿Qué es la regla? - Errr... estooo... la regla es sangrar por el coño... hala, ya lo he dicho... - Ahhh, ¿y el transportador de ángulos?
1413	natación	piscina	- El otro día mi hijo hizo un salto mortal en la piscina - ¿Hace natación? - Hacía...
1414	sabría	curriculum	-Veo en su curriculum que sabe inglés ¿sabría decirme como se dice mirar? - Look... - Muy bien, ¿podría construir una frase?  - Look, yo soy tu padre...
1415	christmas	parto	"-¿Nivel de inglés? - Alto  - De acuerdo, haga una frase con ""Christmas""  - Como no me de el trabajo, le parto la Christmas..."
1416	habeis	llamado	- ¿Como habeis llamado al niño?  - Elengendro - Será Alejandro... - Es que tu no lo has visto...
1417	repite	buena	- Mamá mamá que buena está la paella.  - Pues repite hijo, repite.  - Mamá mamá que buena esta la paella.
1418	araña	gato	- Cual es el animal que a la vez son dos animales? - El gato, porque es gato y araña. - No, tu hermana, porque es zorra y cobra.
1419	tijeras	teatro	Se abre el telón y aparece Rajoy con unas tijeras. Se cierra El telón El teatro La escuela El hospital
1421	madure	chiste	- ¿Quieres que te cuente un chiste verde? - Si - Espera que se madure
1422	cerilla	dejado	- Que le dice una cerilla a una caja ? - Me has dejado negro
1423	electrucado	electricidad	1.acto a parece un general 2.acto aparece un cable de electricidad 3.acto aparece el general electrucado como se llama el acto GENERAL ELECRTIC
1425	llévame	verte	- Mamá, mamá, llévame al circo.  - De eso nada, el que quiera verte que venga a casa.
1426	quemado	hallado	El marido le escribe a su esposa un mensaje al móvil: Querida: La policía ha hallado un cuerpo quemado, con dentadura postiza, peluca, pechos caídos y caderas deformes... por favor, respondé este mensaje para saber que estás bien.
1427	óptica	gafas	Un niño entra a una óptica y le dice al vendedor: - Quiero comprar una gafas, por favor. El vendedor le pregunta: - ¿Para el sol? Y el niño responde: - No. ¡Para mí!
1428	pillado	chiste	"-¿Te sabes el chiste de ""no y yo tampoco""?  -No.  -Yo tampoco.  -...  -¿Lo has pillado?  -No.  -Yo tampoco."
1429	extraterrestres	verlos	"- ¡Mamá, mamá, en la puerta hay dos extraterrestres!  - ¿Dos extraterrestres? ¿Pero qué dices niño?  - Qué sí, que sí, ¡Ven a verlos!  La madre sale corriendo, abre la puerta y ve a dos señores enchaquetados y encorbatados que le dicen: ""Buenos días Sra. somos de Planeta de Agostini."""
1430	scottex	murió	De que murió el perro de Scottex? De un mal rollo.
1431	zapatos	cocodrilo	En una zapatería - ¿Tienen zapatos de cocodrilo? - Mmmm, no, lo siento - Vamos cocodrilo, aquí tampoco tienen zapatos para ti
1432	ano	pitufo	Se abre el telón y ves a papa pitufo enseñando el culo. - ¿Como se llama la película? - Verano Azul=Ver ano azul.
1433	gustado	yogur	- Te cuento un chiste... - Yogur. ¿Te a gustado? - No.... - Natural
1434	chico	papi	Un chico de 17 años le dice a su padre:  - Papi me gustan las chicas! - Bien hijo, ¿ya tienes novia?  - No papa me gustan las chicas, porque las grandes me hacen daño!!!
1435	jenny	maikel	-Hola, quiero hacer una recarga. -¿Compañía?. -Estoy con la Jenny y con shurmano el Maikel. -Vale, Tuentimóvil.
1437	plancha	montaña	-Cariño, ¿playa o montaña?  -¡Montaña! -¡Pues toma la plancha y dale caña a esa montaña de ropa!
1438	argonautas	jasón	—Padre, salgo. He quedado con los argonautas. —¿Y Jasón? —Las nueve.
1439	consoladores	estantería	- Señorita ¿Tiene consoladores? - Si, en aquella estantería, elija el que quiere - Me llevo este rojo - Señora, el extintor no se vende
1440	marchando	café	—¿Va a tomar café, caballero? —Mejor un té.  —Marchando un té para la señorita.
1441	amaqué	usado	—Cariño, hoy he usado un condón amarillo con mi amante.  —¿¡Amaqué!? —Amarillo; un condón amarillo.
1442	esconder	ruptura	-Me siento culpable por la ruptura de tu matrimonio.   -Na, es mi culpa por mirar dentro del armario. ¿Dónde te ibas a esconder si no?   -Ya.
1443	conejo	arroz	—¿Has probado hacer el amor a gatas? —A gatas nunca, pero mi hijo tuvo un conejo que me puso ojitos y claro... Luego fue raro verlo en el arroz.
1444	cárcel	juicio	- Manuel ¿cómo ha ido el juicio?  - El juez ha dicho que 5 años de cárcel o 95 mil euros.  - Tú no seas tonto, ¡coge el dinero!
1445	viva	gay	- ¡ Viva el vino y las mujeres ! - ES QUE YO SOY GAY - ¡ Pues viva la 'Shandy' y las mujeres !
1446	neo	pastilla	- Neo, tienes que elegir entre la pastilla roja y la pastilla azul  - Pero si son iguales  - Un elegido daltónico, venga, alegría...
1447	tatuado	puri	"-Puri, ya me he tatuado tu nombre, porque eres lo que más quiero. -Ahí pone ""Fifa"". -Es élfico."
1448	tronista	ultima	-Cual es la ultima letra del Abecedario? -La O! -Será la Z? -No,porque entonces sería Abecedarioz! -Ya tenemos tronista!
1449	alcohólicos	pincho	–Hola, ¿es aquí Alcohólicos Anónimos? –Si señor, es aquí... ¿vino solo? –No, con un pincho de tortilla por favor.
1450	monster	monstruo	—Hijo, ¿trabajas en Monster Inc.?  —No, ¿por?  —¿Y ese monstruo peludo?  —¡Mamá deja a mi novia en paz!
1451	manzanas	diarias	– Tio, si quieres adelgazar, te recomiendo 10 manzanas diarias. –¿Crudas? ¿Verdes o rojas? – Corriendo bola de sebo, corriendo
1452	existencial	sensación	–Póngame cien gramos de sensación de vacío existencial. –No creo que comunicarse de forma profunda con los demás sea posible. –Gracias :__(
1453	desactívalo	corrector	—Vete a la mirada. —¿Qué? —Mierda. Es el corrector. —Pues desactívalo.  —Lla hestá
1454	levantar	haces	-¿Me haces un favor? +¿Me tengo que levantar? -Sí.  +Entonces NO.
1455	súperpoder	men	—Quiero ingresar en los X-Men. —¿Cual es tu súperpoder? —Sacar de quicio. —¿Cómo? —¿Cómo qué? —¿Que cómo lo haces? —¿El qué? —¡DIOS! ¡PASA!
1456	spinning	ponerme	—¿Qué pintas tú yendo a spinning? —Me he apuntado porque quiero ponerme en forma. —Y porque hay muchas tías. —Y porque hay muchas tías.
1457	decirlo	profana	–¿Qué estudias? –Seré reparador de personas rotas que se están muriendo mogollón. –Medicina. –Es una forma profana de decirlo.
1458	pierdes	entrado	- ¿Has entrado en el laberinto? - No. - Pues no sabes lo que te pierdes.
1459	respetar	enseñaros	-Queridos alumnos,mi deber es enseñaros a respetar a la gente y fomentar la tolerancia entre vosotros.  -Una pregunta profe.  -Dime gordo.
1460	apple	iphone	-Soy un mega experto en productos de Apple.  -¿Cómo se vuelve al menú principal en el iPhone?  -Dale al botón ese gordaco de abajo.
1461	explicar	puedes	—¿Puedes explicar por qué eres tan vago? —¿Ahora?
1462	sombras	grey	"-Puri, ¿ya te has leído ""50 sombras de Grey""? -Enterito. -¿Y el índice? -Destrozado."
1464	otitis	padece	- Doctor, ¿qué le ocurre a mi marido?  + Su marido padece otitis testicular.  - ¿Otitis testicular?  + Sí, oye lo que le sale de los huevos.
1465	actual	refiere	-Perdone es para una encuesta. Tiene internet en casa? -Si -Y esta contento con su actual compañía? -Se refiere a mi mujer? Hasta los huevos
1466	preguntones	asociación	-¿Esta es la Asociación de Preguntones? -Sí, ¿por qué? -¿Por qué, qué? -¡Qué crack! ¿Pasa? -No sé. ¿Paso? -¿Eh? -¿Eh?
1467	conociste	enemigas	-Papi ¿Como conociste a mamá? -Iba camino a Mordor a llevar el anillo único y ella estaba entre las tropas enemigas de orcos -¡TE HE OÍDO!
1468	apestas	tío	-No se... ¿100 euros? - Que apestas tío, QUE APESTAS!
1469	prostitutas	bahía	—Mamá, ¿qué es un golfo? —El que deja a su mujer y su hija en casa para ir con prostitutas y busconas y cree que no me entero —¿Y una bahía?
1470	equivocas	errante	-Soy un alma errante.-¿Te equivocas mucho?-Contigo no se puede ser profundo, rubia
1471	dará	positivo	- Control de alcoholemia. Sople.  - Eso es un pene.  - Ya. Pero así no dará positivo.  - Pues también es verdad.
1472	pónmelas	ganó	- Hostia, tú eres Juan Manuel ¿no? ¿el que ganó MasterChef? - Sí, soy yo. - Jajaja joder que fuerte, oye las patatas pónmelas Deluxe.
1473	existencialismo	kierkegard	-Lo que acabas de decir conecta totalmente con el existencialismo de Kierkegard. -Ni puta idea de lo que hablo, ¿no? -Sí. Ni puta idea.
1474	vestirse	put	"—¿Nivel de inglés? —Alto. —¿Cómo se dice ""ponerse"", de vestirse. —""Put on"". —Úselo en una frase. —Venga, hasta luego."
1475	guiones	hescrividor	-¿De que dices que trabajas? -hescrividor de guiones de Mugeres Ombres I Bicebersa.
1476	orgasmos	finges	-Cariño, ¿finges los orgasmos? -Sí. Pero no es por ti, es por el vecino. -Gracias cariño.
1478	bañarse	superman	¿Qué se pone Superman después de bañarse? -SUPERfume
1480	avergonzada	depilado	Va una rubia a una entrevista de trabajo y le preguntan:  -¿Y de ingles que tal?  Y contesta avergonzada: - Pues hoy no me he depilado…
1481	huevo	frito	- ¿Qué le dice el huevo a la sartén? - Me tienes FRITO
1483	consola	preguntan	Le preguntan a un gitano que consola quieres ? La consola DS ( de ese )
1484	intensivas	respiren	Un electricista va a la Unidad de Curas Intensivas de un hospital, mira a los pacientes conectados a diversos tipos de aparatos y les dice: - Respiren profundo: ¡Voy a cambiar un par de fusibles!
1486	expulsar	kaka	¿Que hace un arbitro en el baño......expulsar a Kaka
1487	preguntale	abuelo	- Papa,papa ¿que se siente tener un hijo tan guapo?  - No se hijo preguntale a tu abuelo
1489	vengado	pegando	¡Mamá, mamá, en el colegio me estaban pegando una paliza! ¿Y te has vengado, hijo? ¡Hombre! ¡Si no me vengo, me matan!
1495	vampiro	sembrar	¿Para que quiere un vampiro un tractor? - Para sembrar el pánico.
1496	fotografica	camara	1acto:un tomate  2acto:una camara fotografica 3acto:el tomate posando para la camara como se llama la obra?  Tomate una foto
1497	resbalando	conversando	Un hombre calvo está conversando con un amigo: - Sabes, me he comprado un champú anticaida - ¿Y te funciona? - No, me sigo resbalando en la ducha
1498	costará	dentista	En el dentista: - Tengo que extraerle el diente adolorido, pero no te preocupes solo tomará unos cinco minutos. - ¿Y cuánto costará?  - 90 euros - ¡90 euros por solo unos minutos de trabajo! - ¡Puedo extraerlo muy lentamente si quiere!
1499	mensaje	lágrimas	Una novia envía un mensaje por teléfono móvil a su novio, con el siguiente texto: Si estás durmiendo, mándame tus sueños.  Si estás riendo, mándame tu sonrisa. Si estás llorando, mándame tus lágrimas.  ¡¡¡ TE AMO !!! El novio le responde:  -Estoy cagando... ¿Qué hago?
1504	ciclista	bicicleta	Un cura ciclista debe ser la ostia en bicicleta
1505	activos	contable	Un hombre al que le gustan los activos y los pasivos sólo puede ser una cosa, contable.
1507	peli	muerta	Se abre el telón y aparece una niña saltando a la comba. Se cierra Se vuelve a abrir y sale la niña muerta y la comba en el suelo. Se cierra el telon Como se llama la peli.... Mortal comba
1508	viejas	encerró	Dos viejas de aldea -¿Qué es de tu marido qué hace tiempo que no lo veo? -Se encerró en la bodega con dos cubas de vino tinto. -¿Y tú que haces? -Le dejo la comida en la puerta de la bodega y me voy. -¿Y no lo echas de menos? -¿De menos? ¡Le echo de más! ¡A ver si rebienta!
1510	adolescencia	abuelo	Un niño le pregunta a su abuelo: -Abuelo. ¿Cómo es hacer el amor en la tercera edad -Cómo en la adolescencia, chaval. -¿De verdad? -Sí, es un querer y no poder.
1512	tradición	ladrón	Un ladrón le dice a otro: -¡No sabes lo orgulloso que estoy de mi hijo! -¿Va a seguir con la tradición familiar? -Sí. -¿Y cómo va a empezar? -Dando un mitin.
1513	músculos	musculatura	Vaun vasco por la calle con su hijo, los dos a pecho descubierto, y le dice un amigo: -¡Vaya músculos tiene tu hijo, Gorka! -Ya ves, y con siete años. -¿Cómo se hizo esa musculatura? -Cosas del médico. Me dijo que el niño tenia que coger peso y a coger pesas lo puse.
1517	ginecólogo	repito	El ginecólogo todo asombrado a la señora despatarrada: - Ah! que coño más grande,... que coño más grande!!! La señora, un poco mosqueada, le contesta: - Vale doctor vale, pero no lo repita. El doctor con toda su sorna a la señora: - Si no lo repito señora, no lo repito, es el eco.
1518	lompo	otlo	Se encuentran dos chinos: -El otlo día me comple un coche nuevo. -¿Ah si? -Si, mila, es ese de ahí. -Y que malca es? -Un Alfa -¿Lomeo? -Lo meas y te lompo el cuello, pol cochino.
1520	ketchup	escuchando	¿Qué hace un lepero con un sobre de ketchup en la oreja? - Esta escuchando salsa
1521	frigorifico	pregunte	¿Por qué los leperos meten una botella de agua sin nada en el frigorifico? Para cuando le pregunte si quiere algo y le diga nada, le dé la botella.
1522	mentiste	dejarías	Llega un hombre completamente ebrio a su casa. La esposa abre la puerta y le reclama: - ¡Me mentiste! Dijiste que dejarías de beber, que cambiarías, que serías un hombre nuevo...!!!! - Señora... hic... tuvo mala suerte... hic... el hombre nuevo le salió igual de borracho que el viejo...
1524	disculpame	guauuuu	Habían dos perros y uno le pregunta al otro. - Disculpame.¿Tenes hora?. y el otro responde, - ¡Guauuuu un perro que habla!
1525	preservativo	farmacéutico	Entra una niña en una farmacia y dice: - Me puede dar un preservativo.  Y dice el farmacéutico: - Bueno supongo, pero sera para tus padres no?.  Y dice la niña: - No, es para mí, es que tengo tres muñecas y ya no quiero tener más.
1528	sordo	susurrando	Le dice una niña susurrando a otra: -¿Cómo puede tu hermana casarse con ese hombre tan feo,jorobado,sin una pierna y sin un ojo? -Puedes hablar en voz alta,que ademas es sordo
1529	pirata	teatral	En una representación teatral un hijo le pregunta a su padre: - ¿Por qué le hechas tierra al pirata en los ojos? - Porque el pirata ha gritado: tierra a la vista!
1530	sonaban	mudan	Era sé una vez 3 pulgas que se mudan de casa a un baño. Al siguiente día dice una: - Yo he dormido genial. - Yo también. Y la otra dice: - Pues yo no,caía lluvia amarilla,caían troncos del cielo  y sonaban truenos.
1531	platano	lisa	Se levanta el telón y sale una mona comiendo un platano en medio de la carretera , pasa un camión y la atropella Se cierra el telón , como se llama la pelicula ? - La mona lisa
1533	fallecieron	asesinato	Ayer fallecieron 4 leperos: dos en un asesinato y otros dos en la reconstrucción de los hechos.
1534	jehová	testigo	- Manolo, ¿quieres ser testigo de Jehová? - ¡Coño! ¡Pero si ni siquiera he visto el accidente!
1535	mentirosas	miente	Madre e hijo: -Hijo , nunca mientas , las personas mentirosas nunca seran algo en la vida- -Entonces porque Rajoy miente i es el presidente ?-
1539	disen	pobresilla	- Mama mama en el colegio me disen gorda. - Ay pobresilla - Gracias mama - No hija pobre silla en la que estas sentada
1541	hablais	duermes	Las primeras semanas : -Te dice :-No pares !- Duermes con ella, te explica sus fantasías, hacéis el amor 5 veces a la semana... Los siguientes 2 años : -Te dice :-No sigas !- Duermes en el sofá, mo hablais nunca y hacéis el amor 5 veces por mes
1543	duende	concedo	Un hombre va por la montaña pensando en mujeres y mujeres, y en eso que se le aparece un duende: - Hola! Soy el “Duende cabrón” y te concedo un deseo. El hombre contesta rápidamente: ¡Quiero que la polla me llegue al suelo! - Deseo concedido! Y va y le corta las piernas.
1544	superheroes	superheroina	Que es lo que desean superheroes y drogaditos ? Una Superheroina
1545	acompañe	defraudar	EMPLEADO: Jefe, ¿puedo salir hoy dos horas antes? Mi mujer quiere que le acompañe a hacer unas compras. JEFE: De ninguna manera. EMPLEADO: Gracias jefe, ya sabía yo que usted no me iba a defraudar.
1546	pasarte	tuvimos	JEFE: ¿Quién te ha dicho que puedes pasarte dando vueltas sin trabajar todo el día, sólo porque tuvimos un rollo? SECRETARIA: Mi abogado...
1548	lakaka	yokito	Como se llama barrendero en chino ? Yokito lakaka
1552	trabajador	falleció	"DE EMPLEADO A EMPLEADO: - ¿Ya sabes que el jefe se ha muerto? - Sí, pero quisiera saber quien fue el que falleció con él. - ¿Por qué lo dices? - ¿No leíste la esquela que puso la empresa.... ""...y con él se fue un gran trabajador..."""
1553	hijoputa	rompe	"Uno de Lepe va al cine, y la muchacha de la taquilla le dice: - Señor, ésta es la 5ª vez que compra la entrada. El lepero le contesta: - Es que el hijoputa de la puerta me la rompe..."""
1554	química	formula	- Dígame Rubita... ¿ A qué corresponde esta formula química H2O+CO+CO - Pues claro, tampoco soy tan tonta, eh?, pues eso es agua de coco...
1555	prostituta	habia	Habia una vez,una mujer que era tan fea, tan fea,que quiso ser prostituta y murio virgen
1556	monstruación	menstruación	Una chica que era tan fea, pero tan tan fea, que en vez de tener la menstruación tenia la monstruación.
1557	chillón	tiren	- ¡Oye tu! dime algo amarillo chillón. - Que a un chino le tiren de los huevos
1558	honorable	diputado	¿En qe se diferencia un diputado y un condon? Que el diputado es el miembro de la honorable cámara y el condón la cámara del honorable miembro
1559	virus	anti	Era tan fea tan fea que colgo una foto suya en su facebook y lo detecto el anti-virus
1560	water	sentamos	En que se diferencian el water i una moto ? En la moto nos sentamos para correr ; y el water corremos para sentarnos
1564	bates	preservativos	Una chica que llega al bar con un montón de preservativos en una mano y en la otra 15 bates de beisbol. Las amigas que la ven llegar, muy serias le preguntan!! -¿¡Pero adonde vas con eso!? - ¡¡Que me he liao tia, que me he liao, no sabía se íbamos a foll-ar un montón o a montar un follón!!
1566	latina	gelatina	"Señorita: - ¿Qué opina usted sobre la gelatina? - Bueno en realidad no sé qué decir. En mi escuela sólo conocí la ""Y"" griega y la ""I"" latina, pero la ""G"" latina nunca supe de ella, a lo mejor no fui ese día a clase"
1567	camioneta	ayúdeme	"La rubia sale corriendo y grita: - ""Auxilio, me robaron mi camioneta"". Un señor se acerca y le pregunta... - ¿4 x 4? - Mmmmmm... 16... pero ahora ayúdeme a encontrar mi camioneta!."
1568	confesaré	vinimos	Un cura en la iglesia dice: - Hoy confesaré a todas las devotas. Se levanta la rubia y pregunta: - Y a las que vinimos en sandalias... ¿cuándo nos toca?
1570	pitufos	avatar	-En mi época los pitufos eran más chiquitos -Abuela, estamos viendo Avatar.
1573	interesado	cuento	Mama,mama en la escuela me dicen interesado  -¿Quién dijo eso hijo? - Dame 5 euros y te cuento.
1574	oído	operación	- ¿Qué tal te fue la operación de tu oído? - Si
1575	facebook	clave	"Dice la rubia: - ¿Qué pasa con el facebook? Me dice ""su clave es incorrecta"", entonces pongo ""incorrecta"" pero ¡no abre!!!.."
1576	bolívar	fermo	"- A ver rubia... ¿Simón Bolívar murió en...? - ""fermo""...."
1578	compré	sííí	- Rubita ¿viste El Señor de los Anillos? - Sííí, pero no le compré nada...
1579	favorito	comunicamos	- ¡Señorita!¡Eh, Vd, la rubia! - ¿Si, es a mi? - ¡Le comunicamos que su avión viene demorado. - Hay qué lindo, ese es mi color favorito..!!
1580	vasectomía	decisión	- Doctor, quiero hacerme una vasectomía  - Es una decisión importante ¿lo ha consultado con su esposa e hijos?  - 17 votos a favor y 2 en contra
1581	melenudo	stop	Había un melenudo haciendo auto-stop le para uno  - Me falta mucho para León ..?  - La cola hijo, la cola
1583	apruebas	salvo	- Ei, ¿qué tal llevas el exámen? - Buff , pues al límite. - Bueno, pues ya verás como apruebas. - Si, salvo que la profesora me ponga en el exámen que tienda a 0
1584	pistola	armo	Primer acto: una gorda con una escopeta  Segundo acto: una gorda con un tanque de gerra Tercer acto: la gorda con una pistola  - ¿Cómo se llama la obra? - Se armo la gorda
1585	lego	construcción	-Pone Ud en su currículum que se le da bien la construcción. -Desde Lego.
1587	etapas	pareces	Hay 4 etapas en la vida:  1. Crees en Papá Noel.  2. No crees en Papá Noel.  3. Tú eres Papá Noel y por último  4. Te pareces a Papá Noel
1588	abandoné	perdida	Me dijo: cariño, hazme una perdida.  Entonces la llevé a la montaña y la abandoné. Hace una semana de eso y no sé nada de ella...
1589	minifalda	quitas	- Mamá,me voy con las amigas - O te quitas la minifalda o no sales - Por qué Mamá?  - Porque es muy corta  - Y qué?  - Que se te ven los huevos Paco.
1590	pasaje	whisky	-Azafata, ¿me pone un whisky? -Lo siento, señor, vamos a tomar tierra.  -El resto del pasaje que tome lo que quiera. Yo prefiero un whisky.
1591	hueso	anchoas	Van 2 aceitunas en una moto:  Una se cae -Creo que me he roto 1 hueso . -¡Como te vas a romper 1 hueso si estamos rellenas de anchoas!
1592	billetera	llorar	Mi billetera es como una CEBOLLA . ¿sabes por qué? Porque cuando la abro me hace llorar.
1593	cruzar	maricón	- Hijo, dame la mano, que vamos a cruzar la calle. - ¿Te da miedo, maricón?
1594	baches	bici	- ¿Hermana porque sonríe si la cuesta hasta el convento es de 70%? - Pero el camino esta lleno de baches - Ponga el sillín a la bici ahora mismo.
1595	omelette	omelettes	- Señores, aquí tienen su comida  - Perdone, hemos pedido omelette, no tortilla francesa  - Esto es una Omelette señor  - Omelettes tú o le meto yo
1596	alfonso	mueras	- ¡Mira Alfonso,una estrella fugaz!¡Pide un deseo! - Que te mueras ya,duquesa. - ¿Qué has dicho? - Que me apetece una hamburguesa.
1597	mandarle	apartado	- Dígame cuál es su dirección para mandarle los documentos.  - Calle Bosque, 31.  - ¿Apartado de Correos?  - La verdad es que sí, queda un poco lejos.
1598	pili	pelos	- ¿De donde viene Pili?  - De Pilar  - No creo, mira los pelos de las piernas
1600	cobre	tiraron	-¿Sabeis como se invento el hilo de cobre? - ¿Como? - Dos catalanes tiraron a la vez de una moneda de dos centimos
1602	hmm	coma	- Jaimito ¿Cuánto es 4x5? - 20 profe. - Muy bien, ¿Y 5x4? - Hmm no lo sé profe, usted solo mando a estudiar hasta la tabla del 4. - Pero es lo mismo Jaimito. - No, no es lo mismo Profe, Si usted come pollo, ¿Qué Caga? - Pues claro que Mierda, Jaimito - Pues coma mierda a ver si caga pollo.
1603	armería	disparar	Una señora entra en una armería. - Hola, buenas. Quería una escopeta para mi marido.  - Le ha dicho de que calibre?  - ¿Qué dice? Si ni siquiera sabe que le voy a disparar!
1604	comprende	ama	"- Hola, ¿el Dr. Pérez?.  - No atiende sin cita previa.  - ""Es al separarse cuando se siente y se comprende la fuerza con que se ama"".  - Adelante."
1605	haciéndolo	cansada	- Podría estar toda la noche haciéndolo contigo.  - Pues yo ya estoy cansada del puto puzzle.
1606	graduarme	ferretería	- Buenas, vengo a graduarme la vista. - Pues hará usted bien porque esto es una ferretería.
