id	word1	word2	language	headline
en_0136	weigh	pumpkin	en	"Why did the pumpkin refuse to weigh itself? Because every time it stepped on the scale, it thought, ""Am I really that much of a turnip?"""
en_0137	measure	microwave	en	"Why did the microwave go to therapy?

Because it was feeling *wavelength*!

(Clever pun intended: wavelength vs measure)"
en_0138	weigh	tomato	en	Why did the tomato weigh itself? Because it wanted to see if it was still red under pressure... or maybe just trying to find out how much salsa it could hold without exploding into millions of little juicy puns!
en_0139	measure	watermelon	en	"Once upon a time in a small town named Measureville, everyone’s job was to measure something - from the length of people's arms to the weight of their livestock. But there was one resident who stood out: Melon.

Melon wasn’t like anyone else in Measureville. He grew watermelons for a living instead of measuring things. Every summer he would plant his seeds on June 1st exactly at noon and carefully tend them until they ripened around Labor Day weekend.

The townspeople were skeptical about why someone wouldn't just measure melons all day long, but Melon had a simple answer. ""I don’t know how big my melons will be before I even start growing them,"" he'd explain with a grin."
en_0140	throw	spoon	en	Why did the spoon break up with its partner? Because it found out that he was throwing all his spoons at her every chance he got... literally. She just couldn't take any more of those plate-throwing parties anymore - she's sick of being tossed aside like yesterday’s leftovers whenever the mood strikes him. But hey, if you're into random acts of food violence – this guy is your man (or woman). At least they know where their feelings lie… on the floor next to 100 other broken pieces.
en_0141	microwave	shoes	en	Why did the microwave go to therapy? He had issues warming up his shoes too quickly... you know how that feels sometimes.
en_0142	throw	shirt	en	Why did the shirt throw away its wallet? Because he wanted to keep his pants on... get it?! Pants-on? Get it? *facepalm* Ok I'll stop now.
en_0143	measure	oven	en	Why did the chef break up with his girlfriend? He wanted to measure her feelings in an oven but she kept getting too hot for him... literally! 😂👩‍🍳🔥💕
en_0144	drink	egg	en	"Why did the egg refuse to drink at the bar? 

Because it didn't want its *yolk* spilt on the floor!"
en_0145	throw	cookie	en	"Sure thing! Imagine this scenario: A guy is at the gym on his birthday trying not so secretly to impress some girls. He's about ready for someone to hand him a cookie... when he notices that they've all left because there was a fire drill. ""Oh well,"" thinks our hero as he looks down to find a small container with 10 plastic toy swords inside it. *throws* those baby dragons right through two windows while screaming out ""It'll take more than a little blaze you bimbo-balls to scare me away from these cookies!"" The crowd outside cheers loudly. Problem solved… I think? (Now where’s my damn pie?)"
en_0146	blend	phone	en	Why did the man refuse to use his phone's blend mode for photos? Because he didn't want to blend in with his surroundings… when he was just trying to take a selfie!
en_0147	hammer	car	en	"In the small town of Rivertown Springs, where everyone knew everything about each other's lives but still managed to keep their own secrets intact—except for Mayor Henry Jenkins who seemed oblivious even then—the local car enthusiast Tom had always been fascinated with his neighbor’s rare 1967 Mustang.

One day, while out on an impromptu road trip in search of inspiration (or just because he was bored), Tom saw two men hammering away at something large under one of the old oak trees near the edge of town. Curiosity piqued, he pulled over behind them as they hammered furiously, occasionally glancing towards him through squinted eyes that were now almost completely obscured from years spent staring at brake drums. 

“"
en_0148	drill	bottle	en	Why did the drill go home with the bottle? Because it wanted some holes for its honeycomb!
en_0149	cut	towel	en	Why did the towel refuse to cut? Because it didn't want to be caught dead using scissors when he could just tie up his own ends himself... or something like that. I mean, come on - who ties their towels around themselves after a shower anyway?! That's more for beachwear than bathrobes, right? Or maybe not so much anymore since those fancy hooded ones came out. But seriously folks (or rather, people), if you're going to use your towel as anything but a drying tool, at least get yourself some decent knots taught to you first. Cutting is optional; tying isn’t. So stop being such a square and let go of any outdated notions about how things should work. After all, life’s too short
en_0150	hammer	shoes	en	Why did the hammer go to therapy? It felt like its shoe was always getting pounded on...
en_0151	hammer	egg	en	Why did the egg cross the road with a hammer? To crack its plans to build a better chicken coop... on the moon!
en_0152	hammer	phone	en	"Why did the hammer call the phone? 

Because it heard his hammer jokes were getting hammered everywhere else!"
en_0153	wash	cucumber	en	"Why did the cucumber wash his hands after peeling? 

Because he didn't want to get pickled in the middle of it all!"
en_0154	shake	table	en	Why did the couple break up after 15 years of marriage? Because they couldn't shake hands over who was going to buy that table for their anniversary... until now I can see why.
en_0155	wash	watermelon	en	Why did the watermelon refuse to go out with the wash? Because he was too peel-y for her.
en_0156	spray	book	en	Why did the book refuse its spray tan? It didn't want its cover to go all yellow.
en_0157	wash	microwave	en	Okay, here's one for you: Why did the microwave get arrested? Because he was caught washing his hands at work... with hot water from the sink! 😂💦💥
en_0158	open	fridge	en	"In the kitchen of a small town, a curious cat named Whiskers had an unusual discovery one sunny afternoon.

As she leisurely strolled through her owner's home, Whisker’s eyes caught sight of something intriguing: a slight creaking sound emanating from inside what appeared to be a large metal box with cold air blowing out. She hesitated for just half-a-second before making up her mind—it was probably food, right? Just like in the cartoons!

Whiskers gently pushed open the fridge door and peeked inside. What greeted her wasn’t just any ordinary snack. It was a bizarre array that only cats could find appealing—shoe polish (she thought it smelled fishy), socks, and even some old magazines"
en_0159	move	microwave	en	"Once upon a time in the middle of nowhere lived a man named Bob. He was quite fond of moving to new places every year but his microwave was stuck with him wherever he went.

One sunny day as he prepared to move yet again to the next city over, he couldn’t decide between taking his precious little orange machine or leaving it behind since he wasn't sure where the next house would have electricity for such a device anyway. Feeling conflicted about this major decision, Bob decided to do something truly bizarre: he placed his microwave on one end of the street and himself at the other end, then challenged everyone who passed by (including stray dogs) to race against each other while pushing both forward toward their destinations.

Bob’s only rule? No running"
en_0160	measure	shoes	en	"Why did the guy at the shoe store refuse to measure his feet? 

Because he was afraid someone would try to fit him in them... permanently!"
en_0161	cut	car	en	Why did the car go to therapy? Because he was having a hard time figuring out what to cut off his bumper!
en_0162	wash	window	en	Why did the window refuse to go to the washateria? Because he didn't want to be washed out of his frame.
en_0163	wash	tomato	en	Why did the tomato turn red? Because it saw the salad dressing wash its face at the bar last night! 🍅💪✨
en_0164	throw	flower	en	"In the heart of an otherwise ordinary small town stood Mr. Throw’s Flower Emporium - not just any flower shop but one that specialized in throwing flowers instead! Yes, you heard right – customers would pay to have their own bouquet hurled through the air like confetti.

One sunny afternoon as Mrs. Jones arrived for her weekly “Flower Throwing” session (as she liked calling them), things got unexpectedly wilder than usual when young Tommy decided he wanted his turn too!

""Mommy,"" Tommy whined between bursts from being thrown skyward amidst colorful blooms flying past him, ""Can’t I throw some too?""

Mrs. Jones chuckled while holding back laughter herself, then pointed towards two nearby buckets filled with vibrant petals labeled ‘Safe"
en_0165	wash	rock	en	Why did the rock go to the beach? To wash its sand off! Or was it to get some sea salt... I mean, who doesn't love some extra flavor with their rock?
en_0166	peel	corn	en	"Why did the corn refuse to peel its own ears? 

Because it just couldn't get the hang of wearing socks with sandals... separately!"
en_0167	weigh	book	en	Why did the book weigh so much? Because its cover was heavy enough to make up for all of those blank pages inside... except when you open it and suddenly realize there's nothing written on them at all… *sigh* It’s like life sometimes. Hope that helps lighten your mood just slightly. 😄
en_0168	spray	microwave	en	"Sure thing! Here's one for you:

Why did the microwave go to therapy?

Because it had some serious heat issues... and couldn't stop leaking radiation when sprayed with cold water from its therapist’s hose (no spray paint was involved)!"
en_0169	roll	carrot	en	"Why did the carrot roll down the hill? 

Because it was in such a hurry to get its fill of... air! (Get it?)"
en_0170	cut	keyboard	en	Why did the keyboard cut off its own power cord? To get to the other side... of the screen.
en_0171	weigh	egg	en	"In the quirky little town of Eggton, there was an annual contest for people to guess how many eggs were in a giant egg carton filled with jello - yes, real jello that looked like actual chicken eggs! This year's carton weighed exactly three pounds.

As usual, Mrs. Henshaw had won last place every single time she entered because her estimation skills were so bad they couldn't be called estimations anymore—they more closely resembled wild guesses at random numbers. Despite this track record (or lack thereof), she decided once again to participate just as she always did: by stepping on one scale while carrying another one full of rocks equaling 3 lbs next door neighbor Bob’s wife Sarah had loaned her.

This year"
en_0172	wash	fridge	en	Why did the washing machine go to therapy? Because it had so many fridge issues.
en_0173	unplug	blender	en	Why did the blender break up with its toaster boyfriend? Because he was always trying to **unplug** her from reality!
en_0174	weigh	banana	en	"In the bustling city of Bananaville, there was an old banana stand run by Mr. Weighty. Known for his precision scales that could weigh anything from paperclips to elephants (though never at the same time), he had earned quite a reputation.

One day, a peculiar customer walked in with what appeared to be half a dozen bananas hanging around their neck like some sort of modern-day fashion statement. ""Mr. Weight,"" said this person, ""these aren't just any bananas.""

""Of course not!"" exclaimed Mr. Weigh. ""They're my new line—Bananawear!""

The stranger smiled sheepishly: “I didn’t know you were doing clothes… But seriously though…”

""Well then let me see them!"""
en_0175	wash	door	en	"Why did the door refuse to wash dishes? Because it said ""I'm too much of a knob for that!"""
en_0176	measure	flower	en	"Once upon a time in a small town, there lived a quirky botanist named Measure who was known for her love of unusual flowers. One day, while on an expedition to find rare specimens, she stumbled across a peculiar flower that no one had ever seen before.

The flower was small but had a long stem with leaves so fine they looked like threads. Intrigued, Measure took the flower back home where she decided to name it ""Tinylace.""

Excited about her new discovery, Measure wanted to measure its exact dimensions. She grabbed her ruler and approached the delicate plant, whispering, “Now, Tinylace, let’s see what you’re made of.”

Just as she reached out to take the first measurement, the"
en_0177	weigh	bottle	en	Why did the bottle go to the gym? To weigh less than its label says!
en_0178	cut	phone	en	Why did the chicken cut its phone number off? It wanted to get a cell.
en_0179	wash	apple	en	"Why did the apple wash its face? 

Because it was in a bowl of warm water trying to get rid of all the worm-touched stuff!"
en_0180	cut	pumpkin	en	"Once upon a time in the small town of Harvestville, there was an eccentric old man named Mr. Cut who lived on a farm. Everyone knew he had the most beautiful pumpkin patch in all of the land. His pumpkins were so perfectly round, they could even cut them with ease—literally! 

One autumn day, a young boy, Jack, wandered over to Mr. Cuts's farm after hearing about his legendary pumpkins. The boy found himself standing before 100 perfect pumpkins, each one begging for carving.

""Hi,"" Jack said nervously as he approached. ""I heard you have some amazing pumpkins here.""

Mr. Cut looked at him over his spectacles, squinting. ""Ah yes"
en_0181	wash	towel	en	"In the quiet town of Towelville, everyone had two names: one for themselves and another for their towel. Old Man Wash owned the only washateria in town where towels were washed with pride. His towel was named Dabney. 

Dabney was not an ordinary towel but a legendary one capable of cleaning itself when tossed onto any surface. It had been passed down through generations—first to his grandmother who called him ‘Wipey’, then to his father, ‘Fluffy’, before finally reaching its current owner.

One day, Dabny decided he didn’t want to be called Wipey anymore. He wanted recognition based on what he really was – the king of self-cleaning towels! So, at night while everyone"
en_0182	hammer	keyboard	en	"Why did the hammer break up with its keyboard? 

Because it found out that it was using too many nails! *nail* sorry for the pun... I couldn't help myself. 😂"
en_0183	spray	table	en	Why did the table decide not to go on any dates? Because it was afraid of getting spray-tailed! 😂😉
en_0184	cut	rock	en	Why did the rock refuse to cut its hair? Because it was a hard-core guy!
en_0185	cut	book	en	Why did the book get cut in half? Because it was too thick to fit on his coffee table! (Okay, so maybe it's not that funny, but I tried...)
en_0186	shake	hair	en	Why don't men ever shake hands with other men in bars? Because their hair is always getting caught up in the handshake... but not like that time I met my future wife's father; he shook my hand so hard it was like giving him two thumbs-ups for life!! *cue awkward silence*
en_0187	shake	lemon	en	"In the bustling city of Lemonopolis, where everyone's name ended in ""-lemon,"" there was a curious fellow named Shake lemon who ran the most popular bar in town.

One evening, as Shake was mixing his signature ""Shake-A-Lemon"" cocktail, he overheard two patrons arguing about how to properly shake a lemon. The first said, ""I shake hard for 10 seconds."" The second retorted, ""No way! I shake gently for three minutes.""

Shake couldn't help but chuckle at their seriousness. He decided to settle the dispute once and for all. With great pomp, he announced, ""Gentlemen, allow me to demonstrate my superior technique!""

He picked up an ordinary lemon from the counter"
en_0188	measure	carrots	en	Why did the carrot break up with its ruler? It felt like they were always measuring things instead of just enjoying each other's company... literally.
en_0189	hammer	bottle	en	Why did the bottle of wine break its hammer? Because it couldn't handle all that pressure... literally. 😂💥🤖💡
en_0190	wash	blender	en	Why did the man put his socks in the blender? To wash them… with such force that they'd never know what hit 'em... until he threw them back at him from across the room as a surprise gift for himself on Father's Day morning!!
en_0191	close	fridge	en	"Why did the close-packed fridge go to therapy?

Because it had too many deep freeze issues..."
en_0192	wash	oven	en	Why did the chef put his washcloth in the oven? To get it baked good enough to clean with... you know, just in case he ever gets too busy washing dishes again.
en_0193	hammer	coconut	en	Why did the coconut break up with the hammer? He couldn't stand his rough approach to intimacy... Literally. 🍺💥
en_0194	measure	laptop	en	Why did the laptop go to therapy? It had measure issues... literally. And it's not just about screen size; there's also this recurring theme of needing 16GB more RAM than everyone else!
en_0195	shake	tomato	en	Why did the tomato shake its head? Because it thought there was too much ketchup in life already... *sigh* Just kidding, that's terrible. How about this: Why don't tomatoes make good dancers? They have two left feet. Okay fine, I'll try again: Two tomatoes walked into a bar… Wait nope, that one sucked as well. Oh man, okay how about this time – why do they always get asked to shake things off their faces? Cause they’re always blushing!! (Sorry for the long run-on sentences earlier)
en_0196	wash	chair	en	Why did the chair go to school? To wash its seat!
en_0197	hammer	watermelon	en	"One day in the small town of Hammerton, where everyone was named after tools and the local sport involved hitting watermelons with hammers, a peculiar event unfolded.

In the middle of Main Street stood an enormous watermelon, its skin as green as the leaves on the old oak tree beside it. The townspeople were buzzing about how they would break this record-breaking melon open using their trusty hammer. Everyone knew that whoever could crack the largest piece would win the grand prize: a free week’s supply of honey.

As the crowd gathered, there was one young boy who hadn’t heard the news. His name was Nailer, his father was a blacksmith, and he had no intention of entering any contests. He walked up to"
en_0198	spray	eggs	en	"Why do egg farmers spray their chickens? 

To make sure they're all scrambled properly!"
en_0199	shake	flower	en	Why did the flower shake? To petal everybody off his rocker... And now, everyone's got petals falling from their heads like they're on LSD at Woodstock 1969! But seriously folks, why did the bell shake? It wanted to ring.
en_0200	move	tree	en	Why did the tree move to Florida? To get away from all the damn leaves! *sigh* It's so exhausting moving 200 pounds of trash every fall...
es_0101	rociar	silla	es	"Un hombre se levanta del sofá con cara desesperada: ""¡Mi madre ha rociado la silla con aceite de ricino!"".
Otro le mira preocupado desde el otro lado del salón: ""¿Y eso es un problema?"".
El primero comienza rápidamente a explicarse:
""La cosa es que... me estaba haciendo pipi en ella"".
""Hablando bien claro"", interrumpe el segundo hombre.
""No puede ser"", dice incrédulo este último al ver cómo su amigo empieza a describirlo todo...
""...y cuando terminé, fui corriendo hacia el baño...""
""Pero ¿no tenías ganas?""
""Sí pero había una mujer ah"
es_0102	martillar	banana	es	"¿Por qué una banana no necesita martillo para romper algo?

- Para que pueda plátano (plato) con él... ¡Bam!"
es_0103	mover	refrigerador	es	"¿Por qué no puedes mover tu refrigerador?

- Porque está lleno de cosas que ya están frías... ¡no tienes donde meter la comida caliente!"
es_0104	martillar	calabaza	es	"Claro que sí:

¿Por qué la calabaza no iba al gimnasio?

- Porque tenía miedo de martillarlo... ¡¡en el pecho!!"
es_0105	pelar	calabaza	es	"¡Oye! ¿Sabes por qué la calabaza es como una perra? ¡Porque tiene patas peladas!

Pero en serio, imaginen esto: un día tuvimos que pelar 10 kilos de calabazas en mi cocina familiar. No sabemos cómo pasamos las horas... Tal vez era porque el tiempo se detuvo cuando empezó nuestra batalla con los cuchillos.

Entonces, uno de mis hermanos más pequeños decidió ayudarnos con su genial idea: ""¿Qué tal si usamos un traje de superhéroe?"" Y así fue como nació nuestro equipo de Héroes Peladores de Calabaza ("
es_0106	calentar	libro	es	"Un libro de matemáticas se cae del estante en la biblioteca local y al verlo así... ¡mejor dicho: caliente!, el librero exclama:

-¡Qué frío hace aquí!

El libro responde divertido:

-Aja... Pero no es lo mismo que te sientas encima mío... ¿no?"
es_0107	rociar	puerta	es	"Claro que sí, aquí tienes uno:

Por qué se metió la señora por la puerta en lugar de rociarla?

- ¡Qué más da, me daba igual por donde entrara!"
es_0108	medir	pizza	es	"¡Oh noohooo! ¡Medimos pizza... como una taza de té en la tierra del lechón asado!

¿Cómo? ¿Te lo repito más claro?

No te pongas así que ya sé por dónde vas: si miden dos pizzas las mismos metros es porque los clientes son iguales.

En fin...

Espera un momento antes de salir corriendo gritando ""El panza grande se mide con el palo"" - me refiero al cuchillo- pues cada persona tiene su propio método de medición:

1) Con piernas dobladas (muy difícil)
2) Al lado de tu auto (no vale)
3) Con las rodillas toc"
es_0109	desenchufar	refrigerador	es	"Un cliente entra en una tienda de electrodomésticos y le pregunta al vendedor:

- ¿Podrías recomendarme el mejor refrigerador para mí?

El vendedor mira al cliente con curiosidad y responde:

- Bueno... depende mucho de usted... Me cuenten cuántos helados quiere desenchufado.

El cliente lo mira sin entender.

- Pues... siempre que tengo invitados...

- Entonces, podría sugerirle este modelo: se puede conectar hasta 500 personas simultáneamente. No tendría que preocuparse nunca por tener la casa llena de gente esperando a que desenchufe los helados. Además, tiene un sistema de refrigeración especial"
es_0110	pesar	teléfono	es	"¡Claro que sí! Aquí tienes uno:

- ¿Pero qué tanto pesar teneís con ese teléfono?

- Bueno, pues si no es por nada... ¡es que es muy pesado!"
es_0111	desgranar	tomate	es	¡Ay ay ay!, que me han desgranado el tomate... ¡no sé si por arriba abajo, ni al revés! ¡Se la paso toda haciendo grillos! 😂😄 🍅BUGALOO
es_0112	rociar	taza	es	"Chica: ¿Qué pasa cuando rocías agua en una taza?
Novio: Se llena.
Tía: No entiendo... 
Hijo pequeño: ¡Eso es lo mismo que hacer la caca!"
es_0113	cerrar	licuadora	es	¡Ay, joder! Hoy me tocó cerrar una licuadora... ¡y la verdad es que fue un batido!
es_0114	martillar	tomate	es	"Claro que sí, ¡aquí tienes una propuesta divertida!

**Marta Tomate: La Artista del Martillo**

Un día lluvioso en el parque,

Se encontró con un tomate.

“¡Ay! —gritaba— ¿Qué pasa?”, dijo Marta

Con su martillo alzado, listo para pelear...

Entonces... lo vio claramente:

El tomate estaba lleno de semillas,

Y se puso tan contenta que gritó: “Viva las semillas!” 

Pero entonces recordó: ""Estoy llena de agua...""

Así que, levantando su martillos le dice;

""Deberías ser más"
es_0115	mezclar	calabaza	es	"Un día decidí hacer un batido saludable para mi hijo utilizando calabazas marrones y moradas en polvo... Mezclé el contenido de 10 paquetes hasta que la mezcla parecía barro de escultura, añadí leche desnatada y todo eso y lo puse al microondas por 2 minutos para darle calor (y esperanza). Resultado: Un puré verde-amarillo apelmazado que me dejó preguntándome si habría algún libro sobre ""la ciencia de cómo no cocinar"". De todos modos fue mucho más útil que intentar encontrar información sobre cuánto azúcar se debe poner en un pan"
es_0116	calentar	laptop	es	"Ayer mi laptop se quedó sin batería por lo que tuve que conectarla al enchufe. Mi esposa entró en la habitación diciendo: ""¿Calientas esa cosa toda la noche?"" Y yo le respondí: ¡No me mires así! A mí también me gusta tener un poco de calor cuando trabajo... pero no tanto como para calentarme el agua del café. ¡Y eso que soy tan eficiente energéticamente!"
es_0117	perforar	huevos	es	"¡Imagina que eres un detective en una misión secreta! Estás trabajando con el agente J.J., tu compañero del FBI, cuando te pide: ""Joven Qwen - perfora los huevos de ese criminal"". ¿Eh? ¡Pero qué diablos está pasando aquí?

Entonces empiezas... por accidente... pinchándolos todo el tiempo mientras haces tareas cotidianas como preparar desayuno o jugar videojuegos. El único problema es que no puedes evitarlo; cada vez que estiraste la mano hacia algún platillo caliente, ahí estaba el pincho. Ahora piensa lo malo: todos tus amigos se rían al"
es_0118	pelar	coco	es	"Pregunta: ¿Qué hace una mujer que no puede parar de pelar coco en la oficina?

Respuesta: Pide un poco de paciencia... ¡y mucho chocolate!"
es_0119	cortar	zapatos	es	Un cliente va a la zapatería para comprar zapatos nuevos. - ¿Qué tal si le pongo a su señora una foto de sus pies? – dice el vendedor al verle las rodillas llenas de cortes. - No hace falta, mi esposa es una profesional en hacerse lesiones y sabe perfectamente cómo cortarse los dedos. - Y no quiere que le haga una plantilla... – dice risueño el vendedorr, mientras corta 15 pares de zapatos diferentes por todo el mostrador.
es_0120	pesar	sandía	es	"Ayer compré 30 kilos de sandías en el supermercado por su buen precio... ¡y sólo pesaba 29 kg cuando llegué a casa!

Finalmente sorprendió porque la broma se refiere al peso de las frutas, pero termina explicando que realmente no es tan grave como parece inicialmente gracias a que siempre hay algún ""kilogramo"" perdido debido a mala lectura del balcánico u otras razones triviales e inofensivas."
es_0121	martillar	refrigerador	es	"¡Claro que sí! Imaginen esto:

Una vez una pareja se encontró con un misterioso incidente en su casa: habían comprado un refrigerador nuevo, pero el día anterior le había caído un martillo encima. Al abrirlo, lo único que encontraron fue una camisa llena de agujeros redondos y un mensaje pegado al fondo del cajón del congelador que decía: ""¿Martillo?"". Según el vendedor, la palabra era una referencia a cómo los clientes podrían usarlo para romper la tapa del cono helado para obtener un poco más fácilmente los ingredientes para hacer helados caseros. ¡Ahora, eso es"
es_0122	abrir	licuadora	es	"¿Qué hace una licuadora cuando no quiere abrirse?

¡Tira las tapas por la ventana!"
es_0123	cortar	coco	es	"Un cocinero se prepara para cortar la última cebolla de su stock. Mientras lo hace, le dice al jefe: ""No me preocupo por las papas ni los tomates; tengo el coco lleno de repuesto"". El jefe piensa un segundo y luego exclama: ""¡Tienes razón, pero necesitamos 5 kilos de cebollas antes de que abramos la oficina!"". El cocineros piensa rápidamente: ""Bueno, supongo que no puedo tenerlo todo"". Luego se da media vuelta y grita: ""Corten el coñac!"""
es_0124	medir	tocino	es	Un día el médico se despertó muy aprensivo... su tocina le estaba medindo la temperatura en 42 grados...... Y no era de sorprenderse porque ayer pidió dos filetes bien asados... ¡que horror!! ¿No os parece? Es increíble lo que comen algunos para engordar!!! Dejenme decirles algo: yo miro los kilos como si fuera mi oficio.... por eso estoy delgado!!
es_0125	soltar	refrigerador	es	"¿Qué hace una persona que no puede soltar su refrigerador?

¡Es un freezer friki!"
es_0126	medir	calabaza	es	"¡Ahora sí que es medir la calabaza! ¿Sabes cuánto pesa una calabazita? Pues nada más ni nada menos que 10 kilogramos de risa... ¡pero no te preocupes, aquí no hay gravedad!

Imagina que tienes un jardín donde crece una calacita tan grande como una casa (una calabasa gigante). Y ahora imagina que quieres saber su peso antes de ponerla en tu auto para ir a la feria del carnaval... Al final te has quedado con un volcán de risas en el patio trasero.

¿Y si alguien se equivoca y mide la altura de la cal"
es_0127	cortar	laptop	es	"¿Qué le dice una laptop a otra?

- ¿Cómo estás?

- Bien, gracias por preguntar… ¡y cortándome la conversación!"
es_0128	lavar	teclado	es	Un hombre entra en la oficina del gerente gritando: - ¡Mi teclado se ha vuelto loco! Al otro lado de la línea el jefe le responde: ¿Lo has lavado? El pobre lo mira sin entender nada... Entonces él contesta que no y luego suena el timbre de la puerta principal... Y cuando entran 2 empleados cargando agua caliente... Se va para casa corriendo diciendo: ¡No he dicho eso! ¡Y menos algerín!
es_0129	sacudir	árbol	es	"¿Qué hace una abeja en medio del bosque?

Sacude las flores... ¡y se convierte en un árboleva! 😄✨"
es_0130	rodar	papa	es	"¡Claro que sí! Imaginen esto: ""Un día un hombre llamado Bob decidió pasar el rato con su perra... ¡yendo a dar una vuelta en la camioneta mientras le ponía música pop al volumen máximo! Al cabo de unos minutos se bajan del vehículo, él con los ojos vendados porque es ciego y ella tiene los oidos tapados por las papas fritas que ha llevado como picnic."" ¿Te rió? Si no fue así, prueba nuevamente: ""El perro estaba tumbado sobre sus patas traseras mirando hacia arriba cuando el dueño lo llama desde afuera. El perro, confundido"
es_0131	lanzar	teléfono	es	"Claro, aquí tienes:

¿Qué hace una rata al teléfono?

Pasa tanto tiempo lanzando alimento que ya no se atreve ni siquiera a tirar... ¡el teléfono!"
es_0132	lanzar	naranja	es	"¿Qué le dice una naranja a otra naranaja que lanza?

¡No me toques, estoy a punto de lanzarme a la piscina!"
es_0133	freír	teléfono	es	"Claro que sí:

Un día llamé al teléfono del médico para pedirle si podía venirme pronto.

-¡Médico en Llamada!

-Estoy teniendo... ¡hambre de tortillas!

-A ver… ¿Freírlas?

-Ya lo sé yo cómo freírla pero el asunto es...

-No hay problema -dice él-, puedo poner tu nombre en la lista de espera por 20 minutos. Y te envío las instrucciones por WhatsApp cuando venga uno disponible. Por cierto, lleva papel higiénico. No voy a poder tapar bien toda esa grasa mientras trabajo contigo. Pero no se preocupe; estoy seguro que puede arreg"
es_0134	martillar	microondas	es	"¡Ay, madre mía! Imaginen esto: un día cualquiera en casa, el pobre está martilleando una caja fuerte con todas las llaves del mundo... hasta que finalmente decide abrirlo. ¡Pum!, se abre pero al entrar ve sufrir la misma desgracia que los otros dos intentos antes: ¡es solo un microondas lleno de comidas horribles que ya no quiere comer más!

El tipo entonces piensa ""¿Debería usar el martillo?"" Pero ¿saben lo que pasa? Le da una patada y queda paralizado cuando el microondás hace “puf!” y él siente como si le hubieran dado una pat"
es_0135	desenchufar	teléfono	es	"Chico: ¿Mamá? Mamá... mamaaaaa...
Madre (de la otra línea): ¡Pero si ya te dije que desenchufaste tu teléfono!
Chico (con voz temblorosa): No me refiero al enchufe madre... El otro... Desen-chu-faaaarrrr!!!"
es_0136	pesar	calabaza	es	"Claro que sí, ¡vamos a combinar esos dos términos de una forma divertida!

¿Sabías qué? El peso de una calabaza gigante puede ser pesado... pero el dolor es nada comparado con lo pesado que te sentirás si caes encima de ella al intentar quitarle la semilla. Y no me refiero solo a los dolores musculares: también puedes experimentar un ""susto pesado"" cuando alguien grita ""¡Aaaahhhh!"" mientras te cubres la cabeza del susto. Si esto suena demasiado peligroso, podrías optar por llevar siempre en tu mochila un paraguas, porque seguro tendr"
es_0137	medir	microondas	es	"¡Eh, microondas!

— ¡Medí esto!
— No puedo — dice el microondás.
— ¿Por qué no?
— No tengo una cinta métrica. 

Pero te diré, si quieres un helado en un minuto o dos, eso es exactamente lo que vas a necesitar... ¡o un poco de mi ayuda!"
es_0138	pesar	tomate	es	"¿Qué le dice una persona al otro cuando este tiene mucho tomate en la cara?

- ¡Vaya pesa más que un tomate!"
es_0139	medir	sandía	es	"¿Por qué la sandía no puede medir su propio tamaño?

¡Porque siempre está en frío! (Frio - Fruta)"
es_0140	lanzar	cuchara	es	"Por qué los chefs no usan cucharas para lanzar?

Pues porque si se les cae la comida no puede volverse a levantar... ¡y eso sería una mala caída!"
es_0141	calentar	zapatos	es	"Un hombre entra en la oficina del médico diciendo: ""Doctor, necesito que me examine porque tengo los zapatos demasiado calientes.""

El doctor lo mira confundido y dice: ""¿Puedes explicarme más?""

""Claro"", responde el paciente. ""Tengo las piernas tan largas que mi cabeza ya no cabe por dentro de mis zapatos, así que cuando me pongo los zapato, me queman"".

Finalmente, el doctor se inclina hacia adelante y le pregunta al paciente: ""Entonces ¿cómo es tu día?"""
es_0142	lanzar	camisa	es	"Claro que sí, ¡vamos con ello!

¿Sabías? Un día un tío se levantó temprano y decidió lanzar una camiseta al aire como si fuera una pelota... Y vaya si lo hizo bien porque no solo la atrapó otra persona (¡no sabemos quién!), sino que también le dio 10 euros en el acto.

Al parecer había oído hablar del ""Lanzamiento Camisetas"" —un fenómeno viral donde las personas luchan por coger cualquier prenda que alguien lance— pero este tipo fue tan hábil que ni su mejor amigo pudo alcanzarse antes de los diez segundos establecidos.

Después"
es_0143	medir	horno	es	"¡Claro que sí! Imagínate esto:

- *Medir* - Pones una cucharada de amor en la taza del horno.
  - *Hornear* - Colocas tu pareja en el horno por un día entero.

No es lo más saludable ni recomendado, pero definitivamente te hará sonreír... o tal vez llorar de risa al ver a tus amigos intentando replicarlo. 

Además:
 
- Toma dos medallas de oro (una en deportes olímpicos y otra en cocina) y ponlas dentro del horneo durante media hora con música ligera a volumen bajo.

También puedes mezclarlo"
es_0144	beber	huevo	es	¿Qué le dice una cebolla hervida al otro? ¡No me mires que estoy en la sartén bebiendo aceite!
es_0145	lanzar	galleta	es	"¿Sabes por qué no puedes lanzar una galleta desde la Luna?

Porque cuando caiga, será tortilla."
